5.03035e-05 1.14147e-05 7.69495e-06
1.09578e-05 1.24516e-05 8.28856e-07
-1.70772e-06 9.37174e-06 -3.83087e-06
-6.19629e-06 -6.77147e-06 7.75628e-06
-3.24851e-05 -3.37411e-05 8.33308e-06
5.55922e-06 1.00192e-05 2.08771e-05
4.48373e-06 7.99081e-06 5.0945e-07
8.02e-07 4.42214e-06 1.1671e-06
-3.21053e-06 -1.90605e-06 -1.29108e-05
-1.4972e-05 -2.68067e-05 -1.15202e-05
-1.35349e-05 1.35552e-05 -1.89051e-05
1.14147e-05 9.10345e-05 6.48467e-05
1.88424e-05 1.25912e-05 -4.92877e-06
7.67644e-05 2.42299e-05 -7.53545e-05
-2.58961e-06 -7.81903e-06 1.03738e-05
-3.44263e-05 -3.41734e-05 6.83157e-06
9.39727e-06 -1.8654e-07 3.22724e-05
7.86681e-06 9.73248e-06 9.51505e-06
5.28401e-05 -5.35344e-06 3.49952e-05
-3.73093e-05 -2.25012e-05 -1.83124e-05
-3.41795e-05 -7.45065e-05 -1.57753e-05
-6.86214e-05 6.95134e-06 -4.44627e-05
7.69495e-06 6.48467e-05 9.7647e-05
3.7189e-07 -7.07749e-06 2.80932e-06
6.90184e-05 1.55825e-05 -8.19624e-05
-1.03931e-05 -8.87618e-06 7.62381e-06
-2.86574e-05 -1.59104e-05 2.91679e-06
2.64048e-06 1.02448e-05 2.13523e-05
-1.98664e-06 9.98306e-06 3.18766e-06
2.82957e-05 -4.30293e-06 3.6132e-05
-2.02746e-05 -1.4748e-05 -2.35604e-05
-5.29742e-06 -5.34765e-05 -2.38171e-05
-4.14122e-05 3.73384e-06 -4.23287e-05
1.09578e-05 1.88424e-05 3.7189e-07
3.03359e-05 -2.8821e-07 -5.94003e-06
3.07693e-05 -1.28286e-06 -1.62763e-05
9.64507e-06 2.87217e-06 8.05027e-06
-1.29439e-05 -6.27762e-06 5.889e-06
1.4429e-05 6.65694e-06 2.40959e-05
6.36129e-07 -1.76276e-06 -1.51226e-06
-2.55825e-05 -6.74395e-06 -3.3375e-06
-1.42246e-05 -4.66712e-06 -3.17334e-06
-1.0234e-05 -1.6319e-05 -9.24108e-06
-3.37888e-05 8.96953e-06 1.07351e-06
1.24516e-05 1.25912e-05 -7.07749e-06
-2.8821e-07 2.69866e-05 1.5483e-06
-1.23148e-05 2.31383e-05 7.60949e-06
-6.88768e-06 -6.83546e-06 -1.75271e-06
-1.78358e-05 -3.56689e-05 -3.88571e-07
-6.10626e-06 -1.18962e-05 -2.11402e-06
9.71034e-06 9.26559e-06 9.18302e-06
5.20608e-05 9.52247e-06 1.01782e-05
-5.32256e-06 -4.80482e-06 -2.35357e-06
-1.75757e-05 -2.3753e-05 5.5196e-06
